tenure,last_active_days,usage_frequency,session_duration,complaints,monthly_charges,payment_missed,products_used,plan_type,churn
48,43,11,5,4,661,0,1,basic,0
16,12,2,12,3,465,0,3,standard,0
39,45,10,21,4,502,0,2,premium,0
25,0,0,35,1,794,0,1,basic,0
20,32,12,16,5,462,0,3,basic,0
59,74,9,27,1,201,0,1,premium,0
48,77,9,33,1,1285,1,3,premium,0
45,48,0,4,0,1189,0,2,standard,0
23,50,5,36,0,558,0,2,basic,0
55,56,5,16,4,1299,1,1,premium,1
29,55,7,11,3,871,0,2,premium,0
56,77,13,25,5,221,0,3,basic,0
45,75,2,19,3,361,0,1,standard,0
25,9,5,44,5,802,0,1,basic,0
37,71,13,31,6,818,0,1,premium,0
24,58,11,24,6,1384,0,3,basic,0
47,73,2,30,7,1298,0,1,basic,1
21,5,3,12,7,1232,0,2,premium,1
15,34,0,25,0,688,1,1,basic,0
42,25,1,19,5,442,1,2,standard,0
5,66,0,42,4,722,0,2,basic,1
2,17,3,33,3,393,0,2,standard,0
52,1,2,23,1,1011,0,2,standard,0
28,84,9,27,2,826,0,2,basic,0
39,8,0,35,0,1199,1,2,basic,0
38,24,10,32,2,652,0,1,basic,0
11,74,9,34,3,1164,0,3,standard,0
21,28,2,23,0,591,1,2,basic,0
24,61,10,3,4,1276,0,1,basic,1
27,82,9,29,4,730,1,3,standard,0
14,59,3,40,0,1097,0,3,premium,0
58,87,0,24,1,869,0,1,premium,0
54,67,14,20,3,1435,1,1,premium,1
40,37,2,29,7,593,0,1,basic,0
56,11,4,16,5,1015,0,3,premium,0
9,18,7,34,3,1256,1,3,standard,0
53,62,8,6,3,687,0,1,basic,0
31,72,0,37,4,556,0,1,standard,1
50,35,14,18,3,345,0,3,basic,0
39,69,10,6,6,1328,0,2,standard,1
23,22,11,36,0,921,0,3,standard,0
21,71,6,41,1,583,1,1,premium,0
8,67,4,21,4,1424,0,2,standard,1
24,12,4,23,5,959,0,3,basic,0
3,25,12,44,5,1373,1,2,basic,1
13,67,2,8,3,1088,1,1,basic,1
6,72,6,38,0,473,1,1,standard,0
29,66,11,28,6,1132,0,2,basic,0
40,10,13,29,0,574,1,2,standard,0
37,88,8,35,4,816,0,1,basic,0
50,73,1,30,7,1300,0,1,basic,1
57,84,4,24,2,788,0,3,premium,0
48,21,3,30,3,350,0,1,basic,0
2,32,1,7,1,378,0,1,basic,1
28,67,6,17,2,1097,1,1,basic,1
7,32,7,25,6,420,0,1,standard,0
34,41,7,2,4,534,0,2,premium,0
19,42,13,34,6,1233,1,1,basic,1
38,32,2,36,4,234,1,3,basic,0
31,39,4,30,1,206,0,1,standard,0
34,21,3,27,5,1169,0,2,standard,0
7,49,0,11,4,1187,1,3,basic,0
12,89,12,38,2,1068,0,1,basic,0
34,35,3,12,2,1208,0,2,premium,0
55,38,1,2,5,1268,0,3,basic,1
40,25,2,39,4,993,0,2,basic,0
57,76,0,40,4,1254,0,1,basic,0
24,41,9,44,0,586,1,3,standard,0
37,6,11,38,5,1418,0,2,premium,0
59,53,1,1,4,1372,0,2,basic,1
1,30,3,42,1,949,0,2,basic,0
43,19,10,2,3,1027,1,2,premium,1
5,11,5,32,5,385,0,2,standard,0
26,51,11,17,0,259,1,1,premium,0
39,79,14,29,0,514,0,3,basic,0
15,34,6,21,3,1492,0,1,standard,0
40,69,4,28,2,734,0,3,basic,0
29,71,2,21,1,203,0,1,premium,0
13,8,3,34,6,982,1,2,standard,1
45,58,9,21,3,970,0,3,basic,0
56,45,11,32,1,468,0,1,standard,0
28,71,14,7,2,612,0,2,standard,0
20,77,13,29,0,1148,0,3,premium,0
54,71,11,41,5,1448,1,2,standard,0
44,18,14,21,1,1000,0,2,basic,0
20,31,6,12,2,642,0,2,premium,0
34,55,11,34,3,312,1,2,basic,0
10,2,13,22,2,904,1,1,standard,0
24,75,12,16,7,570,0,2,basic,0
40,42,0,24,4,675,0,1,basic,0
3,76,14,13,0,729,0,2,basic,0
52,18,11,28,2,556,0,1,basic,0
3,30,11,8,0,755,1,1,basic,0
17,68,7,7,6,950,0,2,standard,1
37,28,13,36,2,1462,0,1,standard,0
32,7,6,38,5,273,1,1,standard,0
26,77,2,36,1,1220,1,3,premium,0
36,35,11,40,2,1486,1,3,basic,0
3,34,14,21,5,1483,1,2,premium,1
48,47,9,17,5,1081,1,1,premium,1
17,5,2,13,6,846,1,1,standard,1
59,83,3,39,0,422,1,1,basic,0
22,70,0,36,3,718,0,2,basic,0
26,34,14,11,6,1120,1,1,premium,1
34,58,4,37,7,602,0,1,basic,0
8,76,13,19,2,1353,0,1,basic,0
30,61,3,27,1,251,0,1,premium,0
34,35,14,20,0,931,0,3,basic,0
6,2,0,42,7,499,0,1,basic,0
47,28,2,41,5,1415,0,1,standard,1
17,85,4,25,5,892,0,1,basic,0
43,77,12,13,2,1055,0,3,basic,0
21,56,8,11,6,1442,1,2,basic,1
17,19,4,30,1,795,0,2,premium,0
32,71,2,10,2,1014,0,3,standard,0
58,1,11,21,4,647,0,2,basic,0
22,72,9,12,7,584,0,2,premium,0
26,48,14,42,0,1291,0,2,standard,0
54,0,0,7,1,598,0,3,basic,1
51,12,11,29,4,475,0,2,standard,0
4,64,10,30,4,233,1,2,basic,0
40,23,1,31,3,799,0,1,standard,0
47,69,11,36,4,1129,1,1,basic,0
24,77,1,5,5,1405,1,1,basic,1
41,48,0,14,3,806,0,2,basic,0
15,60,0,25,1,874,1,1,premium,1
39,64,5,11,5,941,0,2,basic,0
23,89,11,27,0,629,0,1,standard,0
50,66,8,29,4,383,0,2,basic,0
19,50,1,3,5,1469,0,2,premium,1
51,40,3,39,3,957,0,1,standard,0
34,19,0,15,6,1183,0,3,basic,0
40,62,4,40,5,941,0,2,basic,0
40,86,11,23,2,295,1,2,standard,0
18,27,10,12,7,446,0,1,standard,0
7,31,6,8,1,1462,1,2,premium,1
29,43,4,40,2,533,0,1,basic,0
32,67,12,7,6,546,1,2,basic,1
5,65,13,24,1,226,0,2,basic,0
51,3,3,21,2,1035,0,3,standard,0
31,39,12,23,3,715,0,2,basic,0
12,44,4,14,4,229,0,1,premium,0
50,51,0,39,4,691,0,2,standard,0
36,38,1,8,6,546,1,2,basic,1
17,11,14,32,7,314,0,3,premium,0
4,54,0,13,2,697,0,1,basic,1
8,43,2,16,3,1113,0,2,basic,0
46,37,11,39,3,1251,0,2,standard,0
2,52,1,26,4,230,0,1,basic,1
50,49,14,37,0,648,0,2,standard,0
3,7,12,37,3,1242,0,2,basic,0
59,32,6,14,3,985,1,2,premium,0
36,14,4,30,1,1110,0,2,premium,0
45,81,7,31,0,925,0,1,basic,0
57,3,3,19,7,1008,1,1,premium,1
27,47,4,11,3,453,0,3,basic,0
34,83,4,8,5,1442,1,2,basic,1
10,30,12,22,4,1254,0,3,standard,0
4,54,4,4,5,461,0,3,premium,0
30,31,7,29,6,717,1,2,basic,1
54,79,8,18,4,242,0,2,premium,0
33,3,11,34,3,1161,0,3,premium,1
23,46,3,44,4,279,1,2,basic,0
58,14,11,29,6,1044,1,2,basic,0
38,57,14,15,0,724,0,1,basic,0
20,80,5,36,1,218,0,3,standard,0
47,18,4,16,7,397,1,2,basic,0
7,48,7,33,0,502,0,1,premium,0
29,47,13,2,6,1270,0,2,basic,1
14,36,13,8,0,526,0,2,premium,0
45,42,8,14,7,860,0,3,premium,0
42,42,9,32,7,461,1,2,basic,0
17,76,9,21,6,244,0,1,basic,1
17,4,0,40,1,584,0,2,basic,0
56,29,14,39,4,1471,0,2,standard,0
14,72,11,37,5,932,0,1,premium,0
50,3,1,27,0,871,0,3,basic,0
44,49,1,41,4,956,0,2,standard,0
55,67,1,1,7,851,1,2,basic,1
8,24,6,42,7,1439,0,1,basic,0
12,26,13,7,4,1153,0,1,standard,0
59,9,1,22,3,423,0,1,basic,0
4,65,1,43,5,208,0,2,premium,1
14,47,9,19,0,1112,0,2,standard,0
13,32,14,15,6,611,1,2,basic,0
57,71,5,34,7,483,0,2,premium,0
43,65,8,6,6,321,0,2,standard,1
28,50,6,26,7,239,1,2,standard,0
57,64,0,21,4,673,0,2,premium,0
5,88,7,34,6,760,0,3,basic,1
50,51,3,35,7,1420,0,2,basic,0
24,89,14,14,1,1124,0,3,standard,0
12,78,5,24,0,324,1,3,standard,0
31,33,6,25,7,605,1,1,basic,0
35,85,14,35,3,1366,0,2,standard,0
31,43,3,30,1,580,0,2,basic,0
39,50,4,10,3,271,0,1,basic,0
18,75,6,26,2,586,0,3,standard,0
13,11,2,38,5,754,1,2,standard,1
34,26,6,42,5,255,1,1,standard,0
6,19,3,27,1,1383,0,1,basic,0
25,7,6,14,2,1055,0,1,basic,0
34,71,2,5,7,1286,0,3,standard,1
23,30,11,8,7,871,1,2,premium,1
36,78,10,3,7,506,0,1,basic,0
12,4,9,41,3,399,0,3,basic,0
28,4,11,26,7,1102,0,3,standard,0
58,32,10,2,5,724,0,3,basic,0
43,15,3,40,1,789,0,2,premium,0
35,9,12,8,7,403,0,2,premium,0
38,5,7,17,3,1157,0,3,premium,0
38,39,8,6,5,763,1,3,basic,0
17,81,5,22,3,706,1,2,premium,1
24,62,6,30,1,213,0,1,standard,0
36,17,8,14,7,734,1,2,standard,0
13,83,11,36,6,324,1,3,basic,0
21,69,2,20,1,402,0,3,standard,0
22,47,2,37,6,867,0,1,basic,1
32,27,4,31,7,271,0,3,standard,0
33,65,13,32,4,320,0,1,standard,0
21,84,9,2,4,1216,1,1,basic,1
53,65,6,7,7,366,1,1,premium,1
2,1,6,11,4,682,0,2,basic,0
17,15,3,8,7,1218,0,1,standard,1
48,81,2,3,4,524,0,3,basic,1
4,65,11,9,5,998,0,2,basic,0
50,44,14,37,1,410,0,3,basic,1
8,27,8,33,4,237,0,1,basic,0
13,6,5,3,0,1479,1,1,basic,0
55,2,2,18,4,684,1,2,basic,0
46,45,2,29,5,1332,0,1,basic,0
11,4,1,12,1,561,0,3,basic,0
51,41,7,1,4,1490,0,2,standard,0
17,14,7,2,3,1133,0,1,premium,0
18,78,8,15,5,1240,0,1,premium,1
18,4,13,25,3,494,0,2,premium,0
54,64,2,43,1,1422,0,1,standard,0
24,85,2,40,2,1156,0,2,basic,0
2,35,12,11,1,955,0,2,basic,0
4,79,14,37,5,1156,0,3,basic,0
26,5,10,44,5,257,1,2,basic,0
12,47,2,4,0,1147,0,1,premium,1
7,82,10,33,0,1452,0,3,standard,0
31,76,5,26,6,1382,0,1,premium,1
7,36,7,5,3,441,1,2,basic,0
44,3,11,17,1,816,0,3,basic,0
9,77,3,4,2,1453,0,3,standard,0
21,80,5,25,2,565,0,1,standard,0
13,54,10,22,0,344,0,2,premium,0
3,54,12,41,6,1071,0,1,basic,0
29,86,1,14,0,521,0,1,standard,0
38,1,12,41,0,1498,1,2,basic,0
22,13,3,1,4,509,0,1,basic,1
41,74,3,7,4,1355,1,3,premium,1
26,30,2,9,4,783,0,2,basic,0
48,36,7,16,4,1416,0,2,standard,0
54,18,7,5,2,611,0,1,basic,0
37,70,6,6,6,1302,0,1,basic,1
47,3,11,42,1,971,0,2,basic,0
1,12,7,18,5,874,0,2,standard,0
26,56,14,36,0,997,0,3,premium,0
52,14,7,35,6,1247,1,2,standard,0
24,21,4,15,3,1324,0,2,standard,0
54,88,8,4,4,1164,1,1,premium,1
54,11,2,14,7,1169,0,1,premium,1
19,45,10,44,2,1475,0,2,basic,0
40,62,2,33,4,578,0,3,standard,0
3,1,5,8,6,1103,0,3,standard,0
28,76,1,32,1,556,0,2,standard,0
56,49,9,33,2,226,1,2,standard,0
7,24,0,15,2,1306,0,1,basic,0
55,90,1,23,5,513,0,1,basic,0
22,69,6,40,3,1331,0,1,premium,1
17,22,9,30,2,993,0,1,premium,0
47,75,8,10,5,1038,1,2,basic,1
8,88,11,28,5,1382,0,3,standard,0
38,50,11,37,4,1413,1,3,standard,0
42,68,13,23,3,718,1,2,premium,0
16,14,4,43,2,668,1,1,basic,0
27,63,11,27,0,860,0,3,premium,0
56,65,3,24,6,288,0,2,standard,0
8,43,13,35,4,822,0,1,standard,0
50,17,12,28,3,826,0,3,premium,0
9,51,13,38,3,1242,0,2,basic,0
49,36,14,31,2,382,0,2,standard,0
30,17,7,26,3,702,0,1,standard,0
46,81,2,42,7,955,0,2,basic,1
36,5,5,4,5,1058,1,3,basic,0
58,77,9,38,5,1259,0,1,standard,0
36,69,0,18,6,1357,0,1,basic,1
25,73,6,39,3,1362,1,1,basic,1
52,18,4,12,4,972,0,3,standard,0
10,83,12,16,0,1367,0,1,standard,0
19,74,7,40,5,1198,0,2,premium,0
42,11,7,27,5,232,0,1,basic,0
38,2,8,20,1,1227,1,1,basic,0
40,71,9,43,1,747,0,1,basic,0
34,67,2,15,1,1215,1,3,premium,0
5,13,9,38,0,777,0,3,premium,1
26,61,4,4,0,1373,0,1,basic,0
46,48,10,35,6,593,1,1,premium,0
54,27,11,14,3,771,0,3,basic,0
29,45,10,9,5,720,1,2,premium,0
44,36,8,30,4,695,0,3,standard,0
31,59,8,43,2,1347,0,3,standard,0
55,24,7,30,3,1017,0,1,basic,0
34,20,5,11,0,918,0,1,standard,0
17,39,6,16,1,961,1,1,premium,0
14,6,1,12,1,548,0,1,standard,0
56,9,2,19,3,452,0,1,basic,0
33,64,12,3,3,1060,1,2,premium,1
45,13,12,35,1,208,0,2,premium,0
49,44,0,11,4,976,0,3,standard,0
27,88,4,15,5,887,1,3,basic,0
9,65,10,15,2,1439,0,1,premium,0
18,50,1,32,0,776,0,1,basic,0
50,27,10,10,0,1347,0,2,basic,0
35,26,12,12,0,945,0,3,premium,0
29,28,5,9,7,1114,1,1,basic,1
52,33,8,35,5,236,0,2,basic,0
57,27,9,38,7,1085,1,3,standard,0
59,77,0,4,1,402,1,1,basic,1
42,68,6,25,7,1099,0,3,standard,0
50,3,3,8,0,379,1,3,standard,0
4,12,5,25,2,1319,0,3,basic,0
23,30,2,38,0,874,0,1,standard,0
29,71,7,7,2,1374,0,2,premium,1
22,27,5,22,1,996,1,2,premium,0
4,58,5,20,7,539,0,2,basic,0
51,69,6,25,6,1444,0,3,premium,1
45,40,0,1,4,1135,0,1,basic,1
10,55,14,3,1,552,0,2,standard,0
26,77,11,26,7,1295,0,1,basic,0
55,61,1,37,0,1332,0,2,premium,0
22,78,4,39,3,1335,0,2,premium,0
59,33,6,16,5,898,0,3,basic,0
36,48,1,33,5,370,0,2,basic,0
10,83,11,35,7,1479,1,1,premium,1
15,73,3,22,1,759,0,2,premium,0
37,48,10,10,6,229,0,3,standard,1
47,84,8,20,5,889,1,3,premium,1
47,64,3,35,4,756,1,2,premium,1
28,43,1,44,3,745,0,1,premium,0
55,3,4,34,2,748,1,1,premium,0
41,55,13,1,3,702,0,3,basic,0
30,59,3,7,0,648,0,3,basic,0
45,15,13,7,7,964,0,2,premium,0
46,82,10,37,6,433,0,2,standard,0
11,19,1,37,5,1191,0,2,basic,1
52,85,7,40,4,416,0,2,standard,0
46,79,10,35,6,254,0,3,premium,0
56,1,1,30,5,716,0,3,premium,0
26,32,10,12,1,1160,1,1,basic,0
31,0,5,14,1,501,0,2,standard,0
24,82,8,35,3,692,1,1,basic,0
55,27,8,9,4,1029,1,2,standard,0
14,81,0,34,3,1204,0,1,premium,1
30,9,6,24,3,443,0,1,standard,0
8,70,7,13,4,1378,0,3,standard,0
45,37,11,40,7,964,0,2,standard,0
12,56,12,27,5,1372,1,1,basic,1
2,55,8,5,6,541,0,2,premium,1
47,39,2,44,5,511,1,3,basic,0
15,65,12,8,3,589,1,1,basic,1
13,67,3,42,7,1376,0,2,basic,1
16,55,7,21,7,1319,0,1,basic,1
41,76,8,6,2,1329,1,1,premium,0
7,11,14,29,4,1004,0,1,premium,0
44,66,6,2,3,1371,0,3,standard,0
28,59,8,26,2,1356,1,1,standard,1
41,3,4,36,3,866,0,1,basic,0
19,27,9,27,4,1161,1,1,standard,0
6,64,2,3,5,1131,0,3,standard,1
58,59,1,15,2,808,0,2,basic,0
59,90,14,25,6,270,1,2,standard,0
56,80,7,9,5,510,0,2,standard,0
2,45,3,9,1,905,0,3,standard,0
16,77,3,2,7,943,0,1,basic,1
27,50,1,31,7,723,0,1,premium,1
22,20,11,3,6,1493,1,3,standard,1
18,12,10,1,5,284,0,1,basic,1
32,71,6,26,5,415,0,3,standard,0
41,2,13,36,6,217,0,3,premium,0
41,44,13,14,4,720,0,2,basic,0
39,43,9,2,1,985,0,1,basic,0
40,40,6,17,1,798,0,1,standard,0
4,61,3,22,2,576,0,1,basic,0
4,45,11,11,1,516,1,2,standard,0
43,18,12,4,5,1459,0,1,standard,1
37,85,9,26,2,436,0,2,standard,0
37,20,7,26,0,575,0,1,basic,0
13,79,2,14,7,1215,0,2,standard,1
24,48,3,32,2,564,1,1,basic,0
2,9,2,21,7,497,0,1,premium,1
4,13,13,37,7,1435,0,3,basic,0
26,28,12,6,4,360,0,1,basic,0
16,50,4,14,6,1291,0,1,standard,1
44,12,4,33,7,670,0,2,standard,1
26,2,7,34,1,1051,0,2,basic,0
25,40,8,3,3,629,0,2,standard,0
15,87,13,36,1,397,1,1,standard,0
2,34,12,9,5,1465,0,1,premium,1
37,35,2,13,0,1125,0,3,premium,0
34,43,6,32,4,469,0,1,standard,0
49,67,5,1,4,752,0,1,standard,1
21,2,9,26,4,461,1,1,premium,0
46,30,3,11,5,265,0,1,basic,1
28,15,6,25,5,652,0,2,basic,0
29,81,14,25,5,948,0,1,basic,0
3,48,2,13,0,1305,1,1,premium,1
29,3,8,21,2,339,0,1,basic,0
14,4,10,28,5,984,0,1,standard,0
5,63,3,21,7,1296,1,2,standard,1
33,35,7,30,1,556,1,1,basic,0
17,23,9,33,6,1099,0,2,basic,0
53,55,10,23,3,540,0,3,basic,0
11,53,11,10,1,950,0,2,premium,0
24,27,4,21,0,1050,0,3,standard,0
28,8,7,4,7,496,0,3,standard,0
53,85,1,34,4,939,1,1,standard,1
42,51,12,41,7,863,0,2,standard,0
13,81,14,22,5,1112,1,2,standard,1
56,39,0,25,7,1125,0,2,basic,0
40,5,11,12,3,272,0,3,standard,0
3,15,13,41,5,258,1,3,standard,0
57,22,6,13,4,814,0,2,basic,0
3,86,3,3,6,527,0,3,standard,1
57,34,12,15,1,929,1,2,standard,0
19,45,0,44,0,1376,0,3,basic,0
31,55,4,38,4,1153,0,2,standard,0
22,65,3,44,7,728,0,3,standard,0
55,3,10,25,5,242,0,3,premium,0
30,15,8,17,2,899,0,2,standard,0
13,61,3,23,7,1492,0,3,standard,1
9,25,7,33,6,928,1,2,basic,1
21,14,6,42,4,971,0,3,basic,0
40,10,9,29,3,480,1,3,basic,0
18,46,8,41,4,1159,1,1,basic,1
31,40,3,3,6,540,0,3,basic,0
41,59,5,22,5,730,1,2,premium,1
4,43,5,24,3,208,0,1,standard,0
2,2,6,20,0,1136,0,3,basic,0
1,24,0,15,4,856,0,2,premium,1
1,19,11,31,3,1185,0,2,standard,0
54,20,12,13,4,1328,0,1,basic,0
35,74,3,25,3,1480,0,3,basic,0
1,26,3,19,5,1096,0,1,basic,1
19,90,4,29,3,361,0,2,premium,0
35,22,0,42,3,1139,0,1,basic,1
24,79,11,16,3,329,0,3,basic,1
23,30,2,15,6,488,0,2,standard,0
50,83,14,20,2,1175,0,3,standard,0
24,38,11,30,4,775,0,1,basic,0
34,61,12,21,2,1267,0,3,basic,0
50,77,4,24,4,968,0,2,standard,0
46,52,3,17,0,309,1,1,standard,0
32,26,11,43,2,1400,0,2,standard,0
48,73,6,39,0,1119,0,2,basic,0
23,40,3,5,6,966,0,2,standard,1
17,84,6,37,6,820,0,2,basic,0
18,48,8,20,6,1260,1,3,premium,1
55,66,6,25,3,1234,0,2,premium,0
38,78,12,9,4,410,0,2,basic,0
46,28,3,17,3,825,0,3,basic,0
35,69,0,40,5,599,0,3,standard,0
39,70,6,22,3,475,0,1,basic,0
45,25,2,42,4,657,1,1,basic,0
44,64,10,37,3,1266,1,2,standard,0
31,31,2,31,6,1371,0,3,basic,0
19,61,14,26,4,896,1,2,standard,0
36,83,4,39,3,1362,0,1,standard,1
48,41,0,23,2,1398,0,3,standard,0
35,77,13,9,2,1371,1,3,basic,0
30,16,5,15,0,1108,0,2,standard,0
2,52,8,44,3,623,0,2,standard,0
59,70,11,22,1,356,0,3,standard,0
22,16,14,39,7,1212,0,1,premium,0
7,1,0,11,1,324,0,2,standard,0
41,9,3,36,2,1041,0,2,basic,0
21,79,6,23,1,1271,0,1,premium,0
57,79,12,20,3,797,1,1,standard,1
56,23,0,37,4,561,0,3,standard,0
34,34,1,17,1,673,0,3,standard,0
39,8,13,27,0,1387,0,2,standard,0
58,72,13,19,5,1290,0,3,standard,0
27,10,6,19,0,934,0,2,premium,0
24,76,6,21,0,936,0,1,basic,0
54,28,9,27,2,212,0,3,standard,0
6,82,0,10,0,852,1,2,basic,0
21,23,6,16,7,1495,0,3,standard,0
24,12,10,15,1,1392,0,1,basic,0
37,59,12,24,5,737,0,1,basic,0
22,62,4,16,3,1228,0,2,premium,0
13,16,11,29,0,630,1,1,premium,0
50,87,14,8,2,638,0,3,basic,0
20,0,12,18,1,1118,1,2,basic,0
13,51,3,31,5,468,0,3,basic,0
37,86,11,34,4,670,0,3,premium,0
6,12,10,30,1,1432,0,2,premium,0
43,87,9,44,5,276,0,1,premium,0
24,72,2,38,2,1384,0,3,premium,0
13,29,3,32,3,1490,0,1,premium,0
18,4,7,14,2,778,0,1,standard,0
48,52,8,5,3,1039,1,2,basic,1
53,44,5,13,6,921,0,3,basic,0
29,74,3,13,2,826,0,2,premium,0
53,57,7,20,3,472,0,1,basic,0
28,85,11,43,1,1418,0,3,basic,0
49,84,0,42,7,373,0,2,standard,0
17,86,8,16,7,422,0,2,basic,0
42,47,4,18,6,803,0,2,standard,1
52,78,8,11,5,1036,0,2,basic,0
1,29,14,37,5,247,0,2,standard,0
16,71,10,3,4,1045,0,2,standard,0
7,52,1,42,5,371,1,1,premium,1
27,50,1,28,0,821,0,1,standard,0
22,30,2,42,5,1031,0,1,basic,1
50,19,0,28,5,1137,0,2,basic,0
35,87,5,7,0,556,0,1,premium,0
47,45,6,4,1,306,0,1,basic,0
17,22,14,28,3,1356,0,3,premium,0
20,58,4,26,0,250,0,1,standard,0
9,28,4,7,4,749,0,2,premium,0
7,66,3,22,6,749,0,1,standard,1
5,43,8,29,2,853,0,2,basic,0
51,24,8,28,0,1107,0,2,basic,0
17,50,7,43,7,335,0,3,basic,0
45,86,0,19,4,824,0,1,standard,1
27,89,13,27,1,793,0,2,basic,1
47,15,13,7,6,541,1,3,premium,0
29,27,14,44,7,572,0,2,standard,0
2,4,12,20,3,1005,0,3,standard,0
49,36,5,21,4,1307,0,1,premium,0
37,36,11,3,1,778,0,2,premium,0
53,77,7,42,2,1093,0,1,standard,0
35,23,7,1,1,1439,1,2,standard,0
5,32,7,5,6,568,0,2,standard,0
30,36,10,1,3,417,0,1,standard,0
24,39,5,16,7,1414,0,2,basic,0
35,39,0,8,6,795,0,2,standard,1
13,59,0,3,6,690,0,1,standard,1
1,9,1,27,5,1423,0,1,premium,1
48,73,4,16,4,710,0,1,standard,1
38,66,4,3,2,1415,1,1,standard,1
19,82,11,5,4,1109,0,3,premium,0
57,38,14,24,7,562,1,2,standard,0
43,38,9,2,6,471,0,3,basic,0
33,31,8,11,4,943,0,2,standard,0
4,56,5,16,6,914,1,3,basic,1
54,16,3,22,6,676,0,2,basic,0
14,17,5,37,1,1396,0,2,standard,0
32,28,7,40,6,372,1,3,premium,0
17,89,6,38,4,460,0,1,premium,0
17,78,11,9,7,454,0,3,premium,0
42,68,13,43,5,374,0,2,standard,0
6,25,5,15,4,1297,1,2,basic,1
54,61,3,6,1,1455,0,2,basic,0
49,27,11,12,5,782,0,2,standard,0
59,29,10,20,1,1239,0,2,premium,0
16,75,14,4,6,1378,0,2,standard,1
21,28,13,29,0,1298,1,1,standard,0
17,88,0,9,2,416,1,2,basic,1
22,84,8,41,4,1035,0,1,premium,0
54,78,14,11,7,317,0,2,standard,0
34,21,1,16,4,392,1,2,basic,1
6,52,10,15,0,595,0,2,premium,0
54,26,4,13,7,243,0,1,standard,0
18,37,2,20,2,216,1,2,basic,0
2,54,4,8,5,1385,0,3,standard,0
50,32,0,39,3,256,0,2,standard,0
21,65,4,18,3,1265,0,2,standard,0
55,41,3,25,6,438,0,1,standard,0
58,9,11,22,7,1404,0,2,standard,0
24,83,9,24,7,1347,0,1,basic,0
30,42,1,26,4,324,0,2,basic,0
16,37,10,25,4,921,0,1,basic,0
34,5,12,30,3,1193,0,1,standard,0
4,8,4,10,6,715,1,2,basic,1
35,49,13,35,2,1412,0,1,premium,0
54,53,8,32,3,1269,1,2,premium,0
44,1,12,13,2,1492,0,1,standard,0
57,56,10,15,5,213,0,2,basic,0
26,8,8,40,6,1196,0,1,basic,1
29,87,3,21,6,580,1,3,basic,1
25,43,5,5,4,1190,0,3,standard,0
15,18,9,24,7,614,1,2,standard,1
9,9,12,18,4,692,0,3,basic,0
24,72,10,7,5,1384,0,2,premium,0
37,10,11,5,7,275,0,2,basic,1
2,40,12,16,3,1408,1,1,basic,1
18,90,4,2,6,567,0,1,basic,1
41,28,5,23,6,1116,0,2,standard,0
3,27,9,34,6,631,0,1,premium,1
57,36,11,19,1,1230,0,2,standard,0
50,38,9,23,3,283,0,2,standard,0
58,86,11,22,5,1216,0,3,standard,0
5,51,0,42,5,635,0,1,premium,1
35,45,7,28,0,918,0,2,basic,0
47,6,4,18,7,1059,0,2,basic,1
57,42,1,10,4,432,0,1,basic,0
10,39,1,25,1,752,0,1,basic,0
46,54,1,11,2,1107,0,1,standard,0
50,55,4,36,0,1140,1,1,premium,0
5,23,14,15,1,800,0,2,basic,0
49,49,14,44,4,1147,0,2,standard,0
37,42,13,9,5,1354,0,3,basic,0
21,38,7,23,4,1153,1,3,basic,0
10,59,9,11,2,1130,0,2,standard,0
3,51,12,32,7,1197,1,1,basic,1
7,16,11,17,6,533,1,2,basic,0
55,25,6,12,6,955,0,3,premium,1
48,55,9,24,5,251,0,1,premium,0
50,81,2,44,0,458,0,1,standard,0
52,8,3,39,1,305,0,1,basic,0
28,70,10,44,0,1160,1,1,basic,0
56,89,12,26,4,420,0,3,premium,0
23,32,11,28,4,964,0,3,standard,0
48,63,7,13,3,1293,0,2,standard,0
51,52,3,5,6,1248,0,1,basic,0
34,55,2,33,1,440,1,1,basic,0
24,20,11,26,3,650,0,1,premium,0
40,22,7,10,1,249,1,1,standard,0
30,89,7,34,1,991,0,2,premium,0
1,3,10,13,2,817,1,2,basic,0
27,34,2,4,6,842,1,2,standard,1
39,2,6,9,7,810,0,2,standard,0
39,9,9,23,2,915,0,3,standard,0
13,86,8,16,7,1143,0,2,basic,1
58,40,1,30,7,1263,0,1,standard,1
41,75,6,8,5,729,0,3,standard,0
46,65,4,22,0,346,1,1,standard,0
28,66,4,36,3,598,0,2,standard,0
49,42,5,4,4,1243,0,3,basic,0
22,59,0,38,7,385,0,2,basic,1
25,24,0,31,4,523,1,2,basic,0
31,8,14,5,3,215,0,3,premium,0
31,49,14,41,5,1261,0,1,standard,0
50,21,14,8,5,1015,0,2,standard,0
34,72,13,26,7,1311,0,3,basic,0
10,35,12,31,2,1347,1,1,standard,0
23,59,4,32,7,211,0,3,premium,0
57,71,5,15,1,399,0,2,basic,0
33,70,0,29,5,556,0,1,basic,1
17,36,7,38,1,1328,0,3,premium,0
33,24,3,30,4,1099,0,2,basic,0
23,0,2,37,2,1158,1,1,premium,0
46,22,11,43,0,1186,0,2,standard,0
33,10,12,32,5,446,0,3,premium,0
28,48,14,13,4,306,0,3,basic,0
23,1,12,16,5,834,0,2,standard,0
21,24,4,17,0,232,0,3,standard,0
43,15,5,27,1,1170,1,1,basic,0
